Simon,Butes,Watson,Koo
"['Kansas City Chiefs', 'Chicago Bears', 'Green Bay Packers', 'Buffalo Bills', 'Tampa Bay Buccaneers', 'Cincinnati Bengals', 'Carolina Panthers', 'Indianapolis Colts']","['New Orleans Saints', 'Pittsburgh Steelers', 'Minnesota Vikings', 'San Francisco 49ers', 'Washington Redskins', 'Jacksonville Jaguars', 'Arizona Cardinals', 'Philadelphia Eagles']","['New England Patriots', 'Cleveland Browns', 'Tennessee Titans', 'New York Jets', 'Miami Dolphins', 'Detroit Lions', 'Houston Texans', 'Dallas Cowboys']","['Los Angeles Chargers', 'Los Angeles Rams', 'Seattle Seahawks', 'Baltimore Ravens', 'New York Giants', 'Oakland Raiders', 'Denver Broncos', 'Atlanta Falcons']"
