Jeremy,Koo,Brian,Butes
"['New England Patriots', 'Pittsburgh Steelers', 'Seattle Seahawks', 'Minnesota Vikings', 'New Orleans Saints', 'Indianapolis Colts', 'Miami Dolphins', 'Denver Broncos']","['Tennessee Titans', 'Philadelphia Eagles', 'San Francisco 49ers', 'Kansas City Chiefs', 'Arizona Cardinals', 'Atlanta Falcons', 'Baltimore Ravens', 'Houston Texans']","['Tampa Bay Buccaneers', 'Oakland Raiders', 'New York Giants', 'Los Angeles Rams', 'Cleveland Browns', 'Green Bay Packers', 'Buffalo Bills', 'Cincinnati Bengals']","['Washington Redskins', 'New York Jets', 'Jacksonville Jaguars', 'Los Angeles Chargers', 'Dallas Cowboys', 'Detroit Lions', 'Carolina Panthers', 'Chicago Bears']"
